date,open,high,low,close,volume,index_name
2020-04-09 00:00:00+05:30,8973.04,9128.35,8904.54,9111.9,0,NIFTY 50
2020-04-13 00:00:00+05:30,9103.95,9112.04,8912.4,8993.85,0,NIFTY 50
2020-04-15 00:00:00+05:30,9196.4,9261.2,8874.1,8925.29,0,NIFTY 50
2020-04-16 00:00:00+05:30,8851.25,9053.75,8821.9,8992.79,0,NIFTY 50
2020-04-17 00:00:00+05:30,9323.45,9324,9091.35,9266.75,0,NIFTY 50
2020-04-20 00:00:00+05:30,9390.2,9390.85,9230.79,9261.85,0,NIFTY 50
2020-04-21 00:00:00+05:30,9016.95,9044.4,8909.4,8981.45,0,NIFTY 50
2020-04-22 00:00:00+05:30,9026.75,9209.75,8946.25,9187.29,0,NIFTY 50
2020-04-23 00:00:00+05:30,9232.35,9343.6,9170.15,9313.9,0,NIFTY 50
2020-04-24 00:00:00+05:30,9163.9,9296.9,9141.29,9154.4,0,NIFTY 50
2020-04-27 00:00:00+05:30,9259.7,9377.1,9250.35,9282.29,0,NIFTY 50
2020-04-28 00:00:00+05:30,9389.79,9404.4,9260,9380.9,0,NIFTY 50
2020-04-29 00:00:00+05:30,9408.6,9599.85,9392.35,9553.35,0,NIFTY 50
2020-04-30 00:00:00+05:30,9753.5,9889.04,9731.5,9859.9,0,NIFTY 50
2020-05-04 00:00:00+05:30,9533.5,9533.5,9266.95,9293.5,0,NIFTY 50
2020-05-05 00:00:00+05:30,9429.4,9450.9,9190.75,9205.6,0,NIFTY 50
2020-05-06 00:00:00+05:30,9226.79,9346.9,9116.5,9270.9,0,NIFTY 50
2020-05-07 00:00:00+05:30,9234.04,9277.85,9175.9,9199.04,0,NIFTY 50
2020-05-08 00:00:00+05:30,9376.95,9382.65,9238.2,9251.5,0,NIFTY 50
2020-05-11 00:00:00+05:30,9348.15,9439.9,9219.95,9239.2,0,NIFTY 50
2020-05-12 00:00:00+05:30,9168.85,9240.85,9043.95,9196.54,0,NIFTY 50
2020-05-13 00:00:00+05:30,9584.2,9584.5,9351.1,9383.54,0,NIFTY 50
2020-05-14 00:00:00+05:30,9213.95,9281.1,9119.75,9142.75,0,NIFTY 50
2020-05-15 00:00:00+05:30,9182.4,9182.4,9050,9136.85,0,NIFTY 50
2020-05-18 00:00:00+05:30,9158.29,9158.29,8806.75,8823.25,0,NIFTY 50
2020-05-19 00:00:00+05:30,8961.7,9030.35,8855.29,8879.1,0,NIFTY 50
2020-05-20 00:00:00+05:30,8889.15,9093.79,8875.35,9066.54,0,NIFTY 50
2020-05-21 00:00:00+05:30,9079.45,9178.54,9056.1,9106.25,0,NIFTY 50
2020-05-22 00:00:00+05:30,9067.9,9149.6,8968.54,9039.25,0,NIFTY 50
2020-05-26 00:00:00+05:30,9099.75,9161.65,8996.65,9029.04,0,NIFTY 50
2020-05-27 00:00:00+05:30,9082.2,9334,9004.25,9314.95,0,NIFTY 50
2020-05-28 00:00:00+05:30,9364.95,9511.25,9336.5,9490.1,0,NIFTY 50
2020-05-29 00:00:00+05:30,9422.2,9598.85,9376.9,9580.29,0,NIFTY 50
2020-06-01 00:00:00+05:30,9726.85,9931.6,9706.95,9826.15,0,NIFTY 50
2020-06-02 00:00:00+05:30,9880.85,9995.6,9824.04,9979.1,0,NIFTY 50
2020-06-03 00:00:00+05:30,10108.29,10176.2,10035.54,10061.54,0,NIFTY 50
2020-06-04 00:00:00+05:30,10054.25,10123.85,9944.25,10029.1,0,NIFTY 50
2020-06-05 00:00:00+05:30,10093.79,10177.79,10040.75,10142.15,0,NIFTY 50
2020-06-08 00:00:00+05:30,10326.75,10328.5,10120.25,10167.45,0,NIFTY 50
2020-06-09 00:00:00+05:30,10181.15,10291.15,10021.45,10046.65,0,NIFTY 50
2020-06-10 00:00:00+05:30,10072.6,10148.75,10036.85,10116.15,0,NIFTY 50
2020-06-11 00:00:00+05:30,10094.1,10112.04,9885.04,9902,0,NIFTY 50
2020-06-12 00:00:00+05:30,9544.95,9996.04,9544.35,9972.9,0,NIFTY 50
2020-06-15 00:00:00+05:30,9919.35,9943.35,9726.35,9813.7,0,NIFTY 50
2020-06-16 00:00:00+05:30,10014.79,10046.15,9728.5,9914,0,NIFTY 50
2020-06-17 00:00:00+05:30,9876.7,10003.6,9833.79,9881.15,0,NIFTY 50
2020-06-18 00:00:00+05:30,9863.25,10111.2,9845.04,10091.65,0,NIFTY 50
2020-06-19 00:00:00+05:30,10119,10272.4,10072.65,10244.4,0,NIFTY 50
2020-06-22 00:00:00+05:30,10318.75,10393.65,10277.6,10311.2,0,NIFTY 50
2020-06-23 00:00:00+05:30,10347.95,10484.7,10301.75,10471,0,NIFTY 50
2020-06-24 00:00:00+05:30,10529.25,10553.15,10281.95,10305.29,0,NIFTY 50
2020-06-25 00:00:00+05:30,10235.54,10361.79,10194.5,10288.9,0,NIFTY 50
2020-06-26 00:00:00+05:30,10378.9,10409.85,10311.25,10383,0,NIFTY 50
2020-06-29 00:00:00+05:30,10311.95,10337.95,10223.6,10312.4,0,NIFTY 50
2020-06-30 00:00:00+05:30,10382.6,10401.04,10267.35,10302.1,0,NIFTY 50
2020-07-01 00:00:00+05:30,10323.79,10447.04,10299.6,10430.04,0,NIFTY 50
2020-07-02 00:00:00+05:30,10493.05,10598.2,10485.54,10551.7,0,NIFTY 50
2020-07-03 00:00:00+05:30,10614.95,10631.3,10562.65,10607.35,0,NIFTY 50
2020-07-06 00:00:00+05:30,10723.85,10811.4,10695.1,10763.65,0,NIFTY 50
2020-07-07 00:00:00+05:30,10802.85,10813.8,10689.7,10799.65,0,NIFTY 50
2020-07-08 00:00:00+05:30,10818.65,10847.85,10676.55,10705.75,0,NIFTY 50
2020-07-09 00:00:00+05:30,10755.55,10836.85,10733,10813.45,0,NIFTY 50
2020-07-10 00:00:00+05:30,10764.1,10819.4,10713,10768.05,0,NIFTY 50
2020-07-13 00:00:00+05:30,10851.85,10894.05,10756.05,10802.7,0,NIFTY 50
2020-07-14 00:00:00+05:30,10750.85,10755.65,10562.9,10607.35,0,NIFTY 50
2020-07-15 00:00:00+05:30,10701,10827.45,10577.75,10618.2,0,NIFTY 50
2020-07-16 00:00:00+05:30,10706.2,10755.3,10595.2,10739.95,0,NIFTY 50
2020-07-17 00:00:00+05:30,10752,10933.45,10749.65,10901.7,0,NIFTY 50
2020-07-20 00:00:00+05:30,10999.45,11037.9,10953,11022.2,0,NIFTY 50
2020-07-21 00:00:00+05:30,11126.1,11179.55,11113.25,11162.25,0,NIFTY 50
2020-07-22 00:00:00+05:30,11231.2,11238.1,11056.55,11132.6,0,NIFTY 50
2020-07-23 00:00:00+05:30,11135,11239.8,11103.15,11215.45,0,NIFTY 50
2020-07-24 00:00:00+05:30,11149.95,11225.4,11090.3,11194.15,0,NIFTY 50
2020-07-27 00:00:00+05:30,11225,11225,11087.85,11131.8,0,NIFTY 50
2020-07-28 00:00:00+05:30,11154.1,11317.75,11151.4,11300.55,0,NIFTY 50
2020-07-29 00:00:00+05:30,11276.9,11341.4,11149.75,11202.85,0,NIFTY 50
2020-07-30 00:00:00+05:30,11254.3,11299.95,11084.95,11102.15,0,NIFTY 50
2020-07-31 00:00:00+05:30,11139.5,11150.4,11026.65,11073.45,0,NIFTY 50
2020-08-03 00:00:00+05:30,11057.55,11058.05,10882.25,10891.6,0,NIFTY 50
2020-08-04 00:00:00+05:30,10946.65,11112.25,10908.1,11095.25,0,NIFTY 50
2020-08-05 00:00:00+05:30,11155.75,11225.65,11064.05,11101.65,0,NIFTY 50
2020-08-06 00:00:00+05:30,11185.7,11256.8,11127.3,11200.15,0,NIFTY 50
2020-08-07 00:00:00+05:30,11186.65,11231.9,11142.05,11214.05,0,NIFTY 50
2020-08-10 00:00:00+05:30,11270.25,11337.3,11238,11270.15,0,NIFTY 50
2020-08-11 00:00:00+05:30,11322.25,11373.6,11299.15,11322.5,0,NIFTY 50
2020-08-12 00:00:00+05:30,11289,11322,11242.65,11308.4,0,NIFTY 50
2020-08-13 00:00:00+05:30,11334.85,11359.3,11269.95,11300.45,0,NIFTY 50
2020-08-14 00:00:00+05:30,11353.3,11366.25,11111.45,11178.4,0,NIFTY 50
2020-08-17 00:00:00+05:30,11248.9,11267.1,11144.5,11247.1,0,NIFTY 50
2020-08-18 00:00:00+05:30,11259.8,11401.7,11253.15,11385.35,0,NIFTY 50
2020-08-19 00:00:00+05:30,11452.15,11460.35,11394.1,11408.4,0,NIFTY 50
2020-08-20 00:00:00+05:30,11317.45,11361.45,11289.8,11312.2,0,NIFTY 50
2020-08-21 00:00:00+05:30,11409.65,11418.5,11362.2,11371.6,0,NIFTY 50
2020-08-24 00:00:00+05:30,11412,11497.25,11410.65,11466.45,0,NIFTY 50
2020-08-25 00:00:00+05:30,11513.1,11525.9,11423.35,11472.25,0,NIFTY 50
2020-08-26 00:00:00+05:30,11512.85,11561.75,11461.85,11549.6,0,NIFTY 50
2020-08-27 00:00:00+05:30,11609.3,11617.35,11540.6,11559.25,0,NIFTY 50
2020-08-28 00:00:00+05:30,11602.95,11686.05,11589.4,11647.6,0,NIFTY 50
2020-08-31 00:00:00+05:30,11777.55,11794.25,11325.85,11387.5,0,NIFTY 50
2020-09-01 00:00:00+05:30,11464.3,11553.55,11366.9,11470.25,0,NIFTY 50
2020-09-02 00:00:00+05:30,11478.55,11554.75,11430.4,11535,0,NIFTY 50
2020-09-03 00:00:00+05:30,11566.2,11584.95,11507.65,11527.45,0,NIFTY 50
2020-09-04 00:00:00+05:30,11354.4,11452.05,11303.65,11333.85,0,NIFTY 50
2020-09-07 00:00:00+05:30,11359.6,11381.15,11251.7,11355.05,0,NIFTY 50
2020-09-08 00:00:00+05:30,11378.55,11437.25,11290.45,11317.35,0,NIFTY 50
2020-09-09 00:00:00+05:30,11218.6,11298.15,11185.15,11278,0,NIFTY 50
2020-09-10 00:00:00+05:30,11363.3,11464.05,11327.4,11449.25,0,NIFTY 50
2020-09-11 00:00:00+05:30,11447.8,11493.5,11419.9,11464.45,0,NIFTY 50
2020-09-14 00:00:00+05:30,11540.15,11568.9,11383.55,11440.05,0,NIFTY 50
2020-09-15 00:00:00+05:30,11487.2,11535.95,11442.25,11521.8,0,NIFTY 50
2020-09-16 00:00:00+05:30,11538.45,11618.1,11516.75,11604.55,0,NIFTY 50
2020-09-17 00:00:00+05:30,11539.4,11587.2,11498.5,11516.1,0,NIFTY 50
2020-09-18 00:00:00+05:30,11584.1,11584.1,11446.1,11504.95,0,NIFTY 50
2020-09-21 00:00:00+05:30,11503.8,11535.25,11218.5,11250.55,0,NIFTY 50
2020-09-22 00:00:00+05:30,11301.75,11302.2,11084.65,11153.65,0,NIFTY 50
2020-09-23 00:00:00+05:30,11258.75,11259.55,11024.4,11131.85,0,NIFTY 50
2020-09-24 00:00:00+05:30,11011,11015.3,10790.2,10805.55,0,NIFTY 50
2020-09-25 00:00:00+05:30,10910.4,11072.6,10854.85,11050.25,0,NIFTY 50
2020-09-28 00:00:00+05:30,11140.85,11239.35,11099.85,11227.55,0,NIFTY 50
2020-09-29 00:00:00+05:30,11288.6,11305.4,11181,11222.4,0,NIFTY 50
2020-09-30 00:00:00+05:30,11244.45,11295.4,11184.55,11247.55,0,NIFTY 50
2020-10-01 00:00:00+05:30,11364.45,11428.6,11347.05,11416.95,0,NIFTY 50
2020-10-05 00:00:00+05:30,11487.8,11578.05,11452.3,11503.35,0,NIFTY 50
2020-10-06 00:00:00+05:30,11603.45,11680.3,11564.3,11662.4,0,NIFTY 50
2020-10-07 00:00:00+05:30,11679.25,11763.05,11629.35,11738.85,0,NIFTY 50
2020-10-08 00:00:00+05:30,11835.4,11905.7,11791.15,11834.6,0,NIFTY 50
2020-10-09 00:00:00+05:30,11852.05,11938.6,11805.2,11914.2,0,NIFTY 50
2020-10-12 00:00:00+05:30,11973.55,12022.05,11867.2,11930.95,0,NIFTY 50
2020-10-13 00:00:00+05:30,11934.65,11988.2,11888.9,11934.5,0,NIFTY 50
2020-10-14 00:00:00+05:30,11917.4,11997.2,11822.15,11971.05,0,NIFTY 50
2020-10-15 00:00:00+05:30,12023.45,12025.45,11661.3,11680.35,0,NIFTY 50
2020-10-16 00:00:00+05:30,11727.4,11789.75,11667.85,11762.45,0,NIFTY 50
2020-10-19 00:00:00+05:30,11879.2,11898.25,11820.4,11873.05,0,NIFTY 50
2020-10-20 00:00:00+05:30,11861,11949.25,11837.25,11896.8,0,NIFTY 50
2020-10-21 00:00:00+05:30,11958.55,12018.65,11775.75,11937.65,0,NIFTY 50
2020-10-22 00:00:00+05:30,11890,11939.55,11823.45,11896.45,0,NIFTY 50
2020-10-23 00:00:00+05:30,11957.9,11974.55,11908.75,11930.35,0,NIFTY 50
2020-10-26 00:00:00+05:30,11937.4,11942.85,11711.7,11767.75,0,NIFTY 50
2020-10-27 00:00:00+05:30,11807.1,11899.05,11723,11889.4,0,NIFTY 50
2020-10-28 00:00:00+05:30,11922.6,11929.4,11684.85,11729.6,0,NIFTY 50
2020-10-29 00:00:00+05:30,11633.3,11744.15,11606.45,11670.8,0,NIFTY 50
2020-10-30 00:00:00+05:30,11678.45,11748.95,11535.45,11642.4,0,NIFTY 50
2020-11-02 00:00:00+05:30,11697.35,11725.65,11557.4,11669.15,0,NIFTY 50
2020-11-03 00:00:00+05:30,11734.45,11836.2,11723.3,11813.5,0,NIFTY 50
2020-11-04 00:00:00+05:30,11783.35,11929.65,11756.4,11908.5,0,NIFTY 50
2020-11-05 00:00:00+05:30,12062.4,12131.1,12027.6,12120.3,0,NIFTY 50
2020-11-06 00:00:00+05:30,12156.65,12280.4,12131.85,12263.55,0,NIFTY 50
2020-11-09 00:00:00+05:30,12399.4,12474.05,12367.35,12461.05,0,NIFTY 50
2020-11-10 00:00:00+05:30,12556.4,12643.9,12475.25,12631.1,0,NIFTY 50
2020-11-11 00:00:00+05:30,12680.6,12769.75,12571.1,12749.15,0,NIFTY 50
2020-11-12 00:00:00+05:30,12702.15,12741.15,12624.85,12690.8,0,NIFTY 50
2020-11-13 00:00:00+05:30,12659.7,12735.95,12607.7,12719.95,0,NIFTY 50
2020-11-14 00:00:00+05:30,12823.35,12828.7,12749.45,12780.25,0,NIFTY 50
2020-11-17 00:00:00+05:30,12932.5,12934.05,12797.1,12874.2,0,NIFTY 50
2020-11-18 00:00:00+05:30,12860.1,12948.85,12819.35,12938.25,0,NIFTY 50
2020-11-19 00:00:00+05:30,12839.5,12963,12745.75,12771.7,0,NIFTY 50
2020-11-20 00:00:00+05:30,12813.4,12892.45,12730.25,12859.05,0,NIFTY 50
2020-11-23 00:00:00+05:30,12960.3,12968.85,12825.7,12926.45,0,NIFTY 50
2020-11-24 00:00:00+05:30,13002.6,13079.1,12978,13055.15,0,NIFTY 50
2020-11-25 00:00:00+05:30,13130,13145.85,12833.65,12858.4,0,NIFTY 50
2020-11-26 00:00:00+05:30,12906.45,13018,12790.4,12987,0,NIFTY 50
2020-11-27 00:00:00+05:30,13012.05,13035.3,12914.3,12968.95,0,NIFTY 50
2020-12-01 00:00:00+05:30,13062.2,13128.4,12962.8,13109.05,0,NIFTY 50
2020-12-02 00:00:00+05:30,13121.4,13128.5,12983.55,13113.75,0,NIFTY 50
2020-12-03 00:00:00+05:30,13215.3,13216.6,13107.9,13133.9,0,NIFTY 50
2020-12-04 00:00:00+05:30,13177.4,13280.05,13152.85,13258.55,0,NIFTY 50
2020-12-07 00:00:00+05:30,13264.85,13366.65,13241.95,13355.75,0,NIFTY 50
2020-12-08 00:00:00+05:30,13393.85,13435.45,13311.05,13392.95,0,NIFTY 50
2020-12-09 00:00:00+05:30,13458.1,13548.9,13449.6,13529.1,0,NIFTY 50
2020-12-10 00:00:00+05:30,13488.5,13503.55,13399.3,13478.3,0,NIFTY 50
2020-12-11 00:00:00+05:30,13512.3,13579.35,13402.85,13513.85,0,NIFTY 50
2020-12-14 00:00:00+05:30,13571.45,13597.5,13472.45,13558.15,0,NIFTY 50
2020-12-15 00:00:00+05:30,13547.2,13589.65,13447.05,13567.85,0,NIFTY 50
2020-12-16 00:00:00+05:30,13663.1,13692.35,13606.45,13682.7,0,NIFTY 50
2020-12-17 00:00:00+05:30,13713.55,13773.25,13673.55,13740.7,0,NIFTY 50
2020-12-18 00:00:00+05:30,13764.4,13772.85,13658.6,13760.55,0,NIFTY 50
2020-12-21 00:00:00+05:30,13741.9,13777.5,13131.45,13328.4,0,NIFTY 50
2020-12-22 00:00:00+05:30,13373.65,13492.05,13192.9,13466.3,0,NIFTY 50
2020-12-23 00:00:00+05:30,13473.5,13619.45,13432.2,13601.1,0,NIFTY 50
2020-12-24 00:00:00+05:30,13672.15,13771.75,13626.9,13749.25,0,NIFTY 50
2020-12-28 00:00:00+05:30,13815.15,13885.3,13811.55,13873.2,0,NIFTY 50
2020-12-29 00:00:00+05:30,13910.35,13967.6,13859.9,13932.6,0,NIFTY 50
2020-12-30 00:00:00+05:30,13980.9,13997,13864.95,13981.95,0,NIFTY 50
2020-12-31 00:00:00+05:30,13970,14024.85,13936.45,13981.75,0,NIFTY 50
2021-01-01 00:00:00+05:30,13996.1,14049.85,13991.35,14018.5,0,NIFTY 50
2021-01-04 00:00:00+05:30,14104.35,14147.95,13953.75,14132.9,0,NIFTY 50
2021-01-05 00:00:00+05:30,14075.15,14215.6,14048.15,14199.5,0,NIFTY 50
2021-01-06 00:00:00+05:30,14240.95,14244.15,14039.9,14146.25,0,NIFTY 50
2021-01-07 00:00:00+05:30,14253.75,14256.25,14123.1,14137.35,0,NIFTY 50
2021-01-08 00:00:00+05:30,14258.4,14367.3,14221.65,14347.25,0,NIFTY 50
2021-01-11 00:00:00+05:30,14474.05,14498.2,14383.1,14484.75,0,NIFTY 50
2021-01-12 00:00:00+05:30,14473.8,14590.65,14432.85,14563.45,0,NIFTY 50
2021-01-13 00:00:00+05:30,14639.8,14653.35,14435.7,14564.85,0,NIFTY 50
2021-01-14 00:00:00+05:30,14550.05,14617.8,14471.5,14595.6,0,NIFTY 50
2021-01-15 00:00:00+05:30,14594.35,14617.45,14357.85,14433.7,0,NIFTY 50
2021-01-18 00:00:00+05:30,14453.3,14459.15,14222.8,14281.3,0,NIFTY 50
2021-01-19 00:00:00+05:30,14371.65,14546.05,14350.85,14521.15,0,NIFTY 50
2021-01-20 00:00:00+05:30,14538.3,14666.45,14517.55,14644.7,0,NIFTY 50
2021-01-21 00:00:00+05:30,14730.95,14753.55,14517.25,14590.35,0,NIFTY 50
2021-01-22 00:00:00+05:30,14583.4,14619.9,14357.75,14371.9,0,NIFTY 50
2021-01-25 00:00:00+05:30,14477.8,14491.1,14218.6,14238.9,0,NIFTY 50
2021-01-27 00:00:00+05:30,14237.95,14237.95,13929.3,13967.5,0,NIFTY 50
2021-01-28 00:00:00+05:30,13810.4,13898.25,13713.25,13817.55,0,NIFTY 50
2021-01-29 00:00:00+05:30,13946.6,13966.85,13596.75,13634.6,0,NIFTY 50
2021-02-01 00:00:00+05:30,13758.6,14336.35,13661.75,14281.2,0,NIFTY 50
2021-02-02 00:00:00+05:30,14481.1,14731.7,14469.15,14647.85,0,NIFTY 50
2021-02-03 00:00:00+05:30,14754.9,14868.85,14574.15,14789.95,0,NIFTY 50
2021-02-04 00:00:00+05:30,14789.05,14913.7,14714.75,14895.65,0,NIFTY 50
2021-02-05 00:00:00+05:30,14952.6,15014.65,14864.75,14924.25,0,NIFTY 50
2021-02-08 00:00:00+05:30,15064.3,15159.9,15041.05,15115.8,0,NIFTY 50
2021-02-09 00:00:00+05:30,15164.15,15257.1,15064.3,15109.3,0,NIFTY 50
2021-02-10 00:00:00+05:30,15119.05,15168.25,14977.2,15106.5,0,NIFTY 50
2021-02-11 00:00:00+05:30,15073.25,15188.5,15065.4,15173.3,0,NIFTY 50
2021-02-12 00:00:00+05:30,15186.2,15243.5,15081,15163.3,0,NIFTY 50
2021-02-15 00:00:00+05:30,15270.3,15340.15,15243.4,15314.7,0,NIFTY 50
2021-02-16 00:00:00+05:30,15371.45,15431.75,15242.2,15313.45,0,NIFTY 50
2021-02-17 00:00:00+05:30,15279.9,15314.3,15170.75,15208.9,0,NIFTY 50
2021-02-18 00:00:00+05:30,15238.7,15250.75,15078.05,15118.95,0,NIFTY 50
2021-02-19 00:00:00+05:30,15074.8,15144.05,14898.2,14981.75,0,NIFTY 50
2021-02-22 00:00:00+05:30,14999.05,15010.1,14635.05,14675.7,0,NIFTY 50
2021-02-23 00:00:00+05:30,14782.25,14854.5,14651.85,14707.8,0,NIFTY 50
2021-02-24 00:00:00+05:30,14729.15,15008.8,14723.05,14982,0,NIFTY 50
2021-02-25 00:00:00+05:30,15079.85,15176.5,15065.35,15097.35,0,NIFTY 50
2021-02-26 00:00:00+05:30,14888.6,14919.45,14467.75,14529.15,0,NIFTY 50
2021-03-01 00:00:00+05:30,14702.5,14806.8,14638.55,14761.55,0,NIFTY 50
2021-03-02 00:00:00+05:30,14865.3,14959.1,14760.8,14919.1,0,NIFTY 50
2021-03-03 00:00:00+05:30,15064.4,15273.15,14995.8,15245.6,0,NIFTY 50
2021-03-04 00:00:00+05:30,15026.75,15202.35,14980.2,15080.75,0,NIFTY 50
2021-03-05 00:00:00+05:30,14977.95,15092.35,14862.1,14938.1,0,NIFTY 50
2021-03-08 00:00:00+05:30,15002.45,15111.15,14919.9,14956.2,0,NIFTY 50
2021-03-09 00:00:00+05:30,15049.9,15126.85,14925.45,15098.4,0,NIFTY 50
